,Tweet,Label,tokenization
6897,aku salkir ke org astagfirullah malu,Fear,"['salkir', 'org', 'astagfirullah', 'malu']"
6214,ntu ada kecoak  jijel takut,Fear,"['ntu', 'kecoak', 'jijel', 'takut']"
3065,kalo skarang bakwaan  dulu gue ga suka banget bakwan  lebih suka risol  tp skarang bakwan selalu ,Love,"['skarang', 'bakwaan', 'gue', 'suka', 'banget', 'bakwan', 'suka', 'risol', 'tp', 'skarang', 'bakwan']"
6511,pengen makan seblakk tp lagi irit duiitt takut ga cukup sampe akhor bulan wkwkw,Fear,"['ken', 'makan', 'seblakk', 'tp', 'irit', 'duiitt', 'takut', 'sampe', 'akhor', 'wkwkw']"
5000,sepi itu datang lagi motivasinya pun kembali turun tetap berusaha kuat agar apa yg ingin dicapai tidak terlewat,Neutral,"['sepi', 'motivasi', 'turun', 'usaha', 'kuat', 'capai', 'lewat']"
4195,bengong bego,Neutral,"['bengong', 'bego']"
4340,jangan takut oleh jarak  karena jarak yg telah mempertemukan kita,Neutral,"['takut', 'jarak', 'jarak', 'temu']"
48,ini faisal basri ngga lagi kena stroke kan  atau tiba  mental retarded  ciri khas jokowi  ketukar sama sby pak faisal  jgn bangsat drun ,Anger,"['faisal', 'basri', 'ngga', 'kena', 'stroke', 'mental', 'retarded', 'ciri', 'khas', 'jokowi', 'tukar', 'sby', 'faisal', 'bangsat', 'drun']"
6673,agak ngeri ga segrup jangan  ketemu di final,Fear,"['ngeri', 'grup', 'ketemu', 'final']"
5591,sedih banget muka nya,Sad,"['sedih', 'banget', 'muka']"
6432,ngeri ada tommy shelby ama pak tony stark,Fear,"['ngeri', 'tommy', 'shelby', 'ama', 'tony', 'stark']"
4196,nih typing ganteng  ngentod bangsat anjing kontol biadab brengsek hanceut bereum ,Neutral,"['typing', 'ganteng', 'ngentod', 'bangsat', 'anjing', 'biadab', 'brengsek', 'hanceut', 'bereum']"
3469,sebenarnya ikn itu hanya trik saja  agr kasus korup dan kasus lainnya tertutupi  emgnya mungkin pembangunan ikn selesai dlm   thn   dari situ saja sdh terbaca bohongnya ,Neutral,"['ikn', 'trik', 'agr', 'korup', 'tutup', 'emgnya', 'bangun', 'ikn', 'selesai', 'dlm', 'thn', 'situ', 'baca', 'bohong']"
4995,kita gabisa misahin org yg bucin meski pasangannya toxic  udah habis hampir    tahun nelen stress tentang hal yang gabisa gue kendalikan  kena imbas mental juga sampai bablas selfharming depan mereka  histeris saking meledak  kalau dia sedih gue gaperlu menyalahkan diri sendiri,Neutral,"['gabisa', 'misahin', 'org', 'bucin', 'pasang', 'toxic', 'udah', 'habis', 'nelen', 'stress', 'gabisa', 'gue', 'kendali', 'kena', 'imbas', 'mental', 'bablas', 'selfharming', 'histeris', 'saking', 'ledak', 'sedih', 'gue', 'gaperlu', 'salah']"
7028,haha  bener   dit  jgn pasang muka judes gitu dong  ntar kalo diliat sama mas anu kan nggak enak  dia kan suka sama kamu  kaget banget cuy  dia lho  temennya pada cakep  semua  kok bisa sih sampe naksir sama remahan roma kelapa kek aing gini  kan rada nggak make sense ,Fear,"['haha', 'bener', 'dit', 'pasang', 'muka', 'judes', 'gitu', 'ntar', 'liat', 'mas', 'anu', 'nggak', 'enak', 'suka', 'kaget', 'banget', 'cuy', 'lho', 'temennya', 'cakep', 'sampe', 'naksir', 'remah', 'roma', 'kelapa', 'aing', 'gin', 'rada', 'nggak', 'make', 'sense']"
2867,suka banget kalo udah buat thread haha,Love,"['suka', 'banget', 'udah', 'thread', 'haha']"
4906,ya sepi kan masih pagi ini  tapi pasar rame deh kek nya,Neutral,"['sepi', 'pagi', 'pasar', 'rame', 'deh']"
2901,iya suka banget sama pola filet,Love,"['iya', 'suka', 'banget', 'pola', 'filet']"
5265,kalo liat portofolio ijo tuh kaya ada kesenangan tersendiri  tapi giliran liat dompet kosong sedih lg anjir,Sad,"['liat', 'portofolio', 'ijo', 'kaya', 'senang', 'sendiri', 'gilir', 'liat', 'dompet', 'kosong', 'sedih']"
5791,sedih njirr   pagi pagi dapet kabar gini thanks denise sudah menjadi bagian dari secret number dan lockeys dimana pun kamu akan selalu menjadi fans dihati lockeys,Sad,"['sedih', 'njirr', 'pagi', 'pagi', 'dapet', 'kabar', 'gin', 'thanks', 'denise', 'secret', 'number', 'lockeys', 'mana', 'fans', 'hati', 'lockeys']"
2812,emosinya natural banget  aku suka wkwkwkwkwk,Love,"['emosi', 'natural', 'banget', 'suka', 'wkwkwkwkwk']"
3730,untuk angkasa sendiri ga keberatan kalau mau diajak ngobrol santai atau nanti nanti mau deep talk juga oke banget ditemenin sama angkasa aku titip carrdnya di sini yaa  nanti kalau mau date sama angkasa boleh langsung dm aku,Neutral,"['angkasa', 'berat', 'ajak', 'ngobrol', 'santai', 'deep', 'talk', 'oke', 'banget', 'ditemenin', 'angkasa', 'titip', 'carrdnya', 'yaa', 'date', 'angkasa', 'langsung', 'dm']"
6603,takut banget,Fear,"['takut', 'banget']"
1856,hebat mantap luar biasa   ,Joy,"['hebat', 'mantap']"
3269,luar biasa,Neutral,[]
1772,selamat ulang tahun adekk sehat dan bahagia selalu yaa,Joy,"['selamat', 'ulang', 'adekk', 'sehat', 'bahagia', 'yaa']"
3016,thank you  lagi kangen banget sama exo  btw ceritanyaa sama banget suka exo dari kyungsoo huhu  doain ya semoga ada rezeki  mau ikut konser juga,Love,"['thank', 'you', 'kangen', 'banget', 'exo', 'btw', 'ceritanyaa', 'banget', 'suka', 'exo', 'kyungsoo', 'huhu', 'doain', 'moga', 'rezeki', 'konser']"
4667,cewek merasa bahagia ketika pasangan meng anggap dia ada  meng anggap dia penting  dan meng anggap dia cewek satu satunya,Neutral,"['cewek', 'bahagia', 'pasang', 'meng', 'anggap', 'meng', 'anggap', 'meng', 'anggap', 'cewek', 'satu']"
2611,suka banget sama konsepnya,Love,"['suka', 'banget', 'konsep']"
5771,penonton kecewa,Sad,"['tonton', 'kecewa']"
3185,dipikir pikir habis dapet kabar baik eh langsung gitu bisa dibalik,Neutral,"['pikir', 'pikir', 'habis', 'dapet', 'kabar', 'eh', 'langsung', 'gitu', 'balik']"
2521,dari yootaeyang ke inseong tiba  satu hari ngeliat inseong ganteng banget rambut putih terus kesemsem  ngeliat foto lamanya pun kayak mikir  inseong selama ini seganteng ini    terus ditambah emang dari dulu suka jokes inseong makin bucin dan sekarang menjadi bulol official,Love,"['yootaeyang', 'inseong', 'ngeliat', 'inseong', 'ganteng', 'banget', 'rambut', 'putih', 'semsem', 'ngeliat', 'foto', 'kayak', 'mikir', 'inseong', 'ganteng', 'tambah', 'emang', 'suka', 'jokes', 'inseong', 'bucin', 'bulol', 'official']"
843,iyalah ci aku yakin      pas aq ribut sama akun aja dia ada dm ngaku  mantanku trus tujuannya apa coba kalau gk jualan cerita palsu dia  babikk bener orng itu   dan laporan buat si udah tak cabut tak suruh dia buka dm nya dlu yg ngaku  mantanku  kesel,Anger,"['iya', 'ci', 'pas', 'aq', 'ribut', 'akun', 'dm', 'ngaku', 'mantan', 'trus', 'tuju', 'coba', 'gk', 'jual', 'cerita', 'palsu', 'babikk', 'bener', 'orng', 'lapor', 'udah', 'cabut', 'suruh', 'buka', 'dm', 'dlu', 'ngaku', 'mantan', 'kesel']"
549,kurang ajar bgt manusia yg nyebarin id tele gue di gc  anonymous chat  yg ngcht org sange semua tolol,Anger,"['ajar', 'bgt', 'manusia', 'nyebarin', 'id', 'tele', 'gue', 'gc', 'anonymous', 'chat', 'ngcht', 'org', 'sange', 'tolol']"
6245,iya kann aku aja sampai kaget katanya mereka juga udh pada tau klo mirip,Fear,"['iya', 'kann', 'kaget', 'udh']"
5194,saya suka kucing tapi sedih saya tidak boleh pegang atau pelihara kucing karena punya alergi   kalau tidak salah suga rl punya alergi sama bulu meong  kan  ,Sad,"['suka', 'kucing', 'sedih', 'pegang', 'pelihara', 'kucing', 'alergi', 'salah', 'suga', 'rl', 'alergi', 'bulu', 'meong']"
5281,lebih aneh lagi yg hobi dengerin lagu  sedih biar bisa sedih,Sad,"['aneh', 'hobi', 'dengerin', 'lagu', 'sedih', 'sedih']"
3580,org mesti kata yaka aku byk diam  ye mmgla ckp banyak dgn close ones saja  tapi banyak diam dlm kenduri or gather with families especially aunts uncles  ckp byk salah  baik diam   sengeh jee pastu aku selfie bg ada memory  so okayla  nak cakap byk pun letih,Neutral,"['org', 'mesti', 'yaka', 'byk', 'diam', 'ye', 'mmgla', 'ckp', 'close', 'ones', 'diam', 'dlm', 'kenduri', 'or', 'gather', 'with', 'families', 'especially', 'aunts', 'uncles', 'ckp', 'byk', 'salah', 'diam', 'sengeh', 'jee', 'pastu', 'selfie', 'bg', 'memory', 'so', 'okayla', 'nak', 'cakap', 'byk', 'letih']"
5170,terkadang  bukan karena dusta  kamu membenci seseorang  tapi karena sedih menerima kenyataan bahwa dia tak bisa lagi kamu percaya,Neutral,"['terkadang', 'dusta', 'benci', 'sedih', 'terima', 'nyata', 'percaya']"
6338,takut banget bocil tetangga lagi sakit yg tadinya mau menghirup udara mendung akhirnya tutup pintu lagi,Fear,"['takut', 'banget', 'bocil', 'tetangga', 'sakit', 'hirup', 'udara', 'mendung', 'tutup', 'pintu']"
1302,melihara tuyul aja enak,Joy,"['melihara', 'tuyul', 'enak']"
924,salah sih bang gua liat retweet lu pagi  gini  auto kesel baca twit mutajir  jadinya kan gua memulai weekend yg cerah ini dgn kekesalan  emang bener kata emak  kalo bangun tidur jangan langsung buka twitter ,Anger,"['salah', 'bang', 'gua', 'liat', 'retweet', 'pagi', 'gin', 'auto', 'kesel', 'baca', 'twit', 'mutajir', 'gua', 'weekend', 'cerah', 'kesal', 'emang', 'bener', 'emak', 'bangun', 'tidur', 'langsung', 'buka', 'twitter']"
1029,gue liat ada yg ampe bilang  lo ngarepin apa dari fandom ini   kayak  anjir bgt lo  kalo sekiranya lo ga nyaman ada di satu fandom  dan lo cuma suka sama salah satu membernya  tolong deh  gausah ngaku bagian dari fandomnya ,Anger,"['gue', 'liat', 'ampe', 'lo', 'ngarepin', 'fandom', 'kayak', 'bgt', 'lo', 'lo', 'nyaman', 'fandom', 'lo', 'suka', 'salah', 'membernya', 'tolong', 'deh', 'gausah', 'ngaku', 'fandomnya']"
3176,kalau gitu biasa biasa aja dah gua ,Neutral,"['gitu', 'dah', 'gua']"
1153,semangat kamuu,Joy,"['semangat', 'kamuu']"
7102,joonyoung   paling merinding sama sedih jadi  ,Fear,"['joonyoung', 'merinding', 'sedih']"
4297,dua mode satu ekspresif satu diem  kalau ekspresif berarti masih biasa aja  kalau udah diem berarti udah marah bgt,Neutral,"['mode', 'ekspresif', 'diem', 'ekspresif', 'udah', 'diem', 'udah', 'marah', 'bgt']"
1130,dan yg emng belom tau banyak lah tentang dunia ini gitu  tapi gw ngerasa sedih dan marah aja  gatau deh rasanya campur aduk  ini aja ngetik sambil nangisssss  gatau tapi nyesekk bgtt rasanya  apalagi kalo ada yg hate  komen gitu ke win  gw bnr  gasuka gw sakit hati anjj   ,Anger,"['emng', 'bom', 'dunia', 'gitu', 'gw', 'ngerasa', 'sedih', 'marah', 'gatau', 'deh', 'campur', 'aduk', 'ngetik', 'nangisssss', 'gatau', 'nyesekk', 'bgtt', 'hate', 'komen', 'gitu', 'win', 'gw', 'bnr', 'gasuka', 'gw', 'sakit', 'hati', 'anjj']"
3283, kasih itu menutupi banyak kesalahan  kasihilah musuhmu  bagaimana engkau dapat mengasihi tuhan yang tidak kelihatan bila manusia yang terlihat saja tidak dapat kau kasihi ,Neutral,"['kasih', 'tutup', 'salah', 'kasih', 'musuh', 'engkau', 'asih', 'tuhan', 'manusia', 'kau', 'kasih']"
3626,tidak apa apa  nak gala  ibu tahu kamu di jakarta pasti punya banyak urusan a  saya menunduk  meratapi bagaimana seharusnya saya bertindak  alih alih dua hari lalu saya justru tidak bertukar kabar dengan embun ,Neutral,"['nak', 'gala', 'jakarta', 'urus', 'a', 'tunduk', 'ratap', 'tindak', 'alih', 'alih', 'tukar', 'kabar', 'embun']"
4744,ya walaupun kadang gue kalo kesel suka kelewat batas  tp skrg gue lg berusaha banget biar ga negatif  amat jadi orang minimal sopan lah,Neutral,"['kadang', 'gue', 'kesel', 'suka', 'lewat', 'batas', 'tp', 'skrg', 'gue', 'usaha', 'banget', 'negatif', 'orang', 'minimal', 'sopan']"
5120,denger denger rp makin sepi ya,Neutral,"['denger', 'denger', 'rp', 'sepi']"
4423,ada dengar ceramah ustaz ni pasal riak  macam kalau kita pergi rumah orangkan kita nak solat sunat tapi takut riak  teruskan solat jangan tinggal kerana kalau kita tinggalkan solat kerana riak itu adalah riak ,Neutral,"['dengar', 'ceramah', 'ustaz', 'ni', 'pasal', 'riak', 'pergi', 'rumah', 'orang', 'nak', 'solat', 'sunat', 'takut', 'riak', 'terus', 'solat', 'tinggal', 'rana', 'tinggal', 'solat', 'rana', 'riak', 'riak']"
2749,mau ikutan wish me luck semoga rezeki amiin biasku kim junkyu dr treasure  orangnya cute banget tapi kadang suka soksokan cool gitu ngebiasin bnran dia nyaman bgt pokoknya  liat dia senyum tanpa sadar kita ikutan senyum soal body beuh mantull udah jadi model dari kecil,Love,"['ikut', 'wish', 'me', 'luck', 'moga', 'rezeki', 'amiin', 'bias', 'kim', 'junkyu', 'dr', 'treasure', 'orang', 'cute', 'banget', 'kadang', 'suka', 'soksokan', 'cool', 'gitu', 'ngebiasin', 'bnran', 'nyaman', 'bgt', 'pokok', 'liat', 'senyum', 'sadar', 'ikut', 'senyum', 'body', 'beuh', 'mantull', 'udah', 'model']"
2416,awalnya mas firman suka masak ini karena suka nonton masterchef australia season   pada       nah mulai dari situlah benih benih cinta terhadap masakan mulai muncul  untuk chef favorit atau panutannya sendiri ada gordon ramsey  sebastian fitarau dan marion grasby ,Love,"['mas', 'firman', 'suka', 'masak', 'suka', 'nonton', 'masterchef', 'australia', 'season', 'situ', 'benih', 'benih', 'cinta', 'masakan', 'muncul', 'chef', 'favorit', 'panutan', 'gordon', 'ramsey', 'sebastian', 'fitarau', 'marion', 'grasby']"
6195,sumpah ini receh bgt dan not bts related  cm jujur w magang padet bgt dikasih project mayan banyak  trs kemaren ada senior gd presentasi gt dan keeren  bgt nangis parah  trs aku pengen chat blio pengen tanya   minta nomornya ke hrd  dapet  tp mau chat gajadi soalnya takut,Fear,"['sumpah', 'receh', 'bgt', 'not', 'bts', 'related', 'cm', 'jujur', 'w', 'magang', 'padet', 'bgt', 'kasih', 'project', 'mayan', 'trs', 'kemaren', 'senior', 'gd', 'presentasi', 'gt', 'keeren', 'bgt', 'nang', 'parah', 'trs', 'ken', 'chat', 'blio', 'ken', 'nomor', 'hrd', 'dapet', 'tp', 'chat', 'gajadi', 'takut']"
7019,pengen banget beliin layout kapel buat pcr virtual tapi masalahnya kita brdua suka layout mati lampu,Fear,"['ken', 'banget', 'beliin', 'layout', 'kapel', 'pcr', 'virtual', 'brdua', 'suka', 'layout', 'mati', 'lampu']"
293,tolol banget ini mah mana    lagi yang udah liat,Anger,"['tolol', 'banget', 'mah', 'udah', 'liat']"
5122,jika kau tertawa kau akan bahagia  walau disaat sedih apapun,Neutral,"['kau', 'tertawa', 'kau', 'bahagia', 'saat', 'sedih', 'apa']"
5963,gagal menjaga emosi di kata terakhir,Sad,"['gagal', 'jaga', 'emosi']"
6800,aku mau komen tapi takut wkwk   ,Fear,"['komen', 'takut', 'wkwk']"
6252,bener kaya  mau tinggal sama salah satu orang tua pasti sering makan hati  tapi kalo tinggal sendiri takut gabisa ngurus rumah apalagi diri sendiri  so one thing we have to do is survive,Fear,"['bener', 'kaya', 'tinggal', 'salah', 'orang', 'tua', 'makan', 'hati', 'tinggal', 'takut', 'gabisa', 'ngurus', 'rumah', 'so', 'one', 'thing', 'we', 'have', 'to', 'do', 'is', 'survive']"
4957,daripada kecewa mending kecewe,Neutral,"['kecewa', 'mending', 'kecewe']"
899,malu maluin anjrit sinyal begini  katanya doang kenceng  tae,Anger,"['malu', 'maluin', 'anjrit', 'sinyal', 'doang', 'kenceng', 'tae']"
6870,pelajaran aturan sinus cosinus  ini segitiga apa  aku reflek jwb  segitiga sembarang   segitiga abc  pls malu bgt tp ga salah kan  shshsksjsjjh malu mana jawabnya kenceng bgtt,Fear,"['ajar', 'atur', 'sinus', 'cosinus', 'segitiga', 'reflek', 'jwb', 'segitiga', 'sembarang', 'segitiga', 'abc', 'pls', 'malu', 'bgt', 'tp', 'salah', 'shshsksjsjjh', 'malu', 'kenceng', 'bgtt']"
6543,ngeri bgt,Fear,"['ngeri', 'bgt']"
3245,aurat itu dari bahasa arab iaitu aurah yang berarti aib  jika tidak menutup aurat  sama saja seperti membuka aib sendiri ,Neutral,"['aurat', 'bahasa', 'arab', 'iaitu', 'aurah', 'aib', 'tutup', 'aurat', 'buka', 'aib']"
2470,mak ku ngga suka kalo ak merusak sesuatu   mak ku terkadang lebih sayang ma nct pleasee waktu album universe aja dia nanya nnya mulu kenapa album nya di buang buang,Love,"['mak', 'ku', 'ngga', 'suka', 'ak', 'rusak', 'mak', 'ku', 'terkadang', 'sayang', 'ma', 'nct', 'pleasee', 'album', 'universe', 'nanya', 'nnya', 'mulu', 'album', 'buang', 'buang']"
4974,jika kamu merasa sepi  apalagi saat berada dalam proses berbenah diri  tak mengapa  bukan mereka yang menjauh  tetapi dirimulah yang sedang memfilter  siapakah orang orang yang layak hidup bersamamu  ,Neutral,"['sepi', 'proses', 'benah', 'jauh', 'diri', 'filter', 'orang', 'orang', 'layak', 'hidup', 'sama']"
740,tp kalo yg tbtb kata mba nya bilang mau putus sekolah ya ky nya bukan mak w aja yg marahh bapak w jg lebih marah lagi jgn lupa tetangga pun pastinya ikut bergonjang ganjing atas hidup ini wkwk,Anger,"['tp', 'tbtb', 'mba', 'putus', 'sekolah', 'ky', 'mak', 'w', 'marahh', 'w', 'jg', 'marah', 'lupa', 'tetangga', 'pasti', 'gonjang', 'ganjing', 'hidup', 'wkwk']"
4043,gak kok   biasa aja  kalah menang tuh biasa   yg penting udah pernah menang    ,Neutral,"['kalah', 'menang', 'udah', 'menang']"
5210,sedih banget masi pagi ,Sad,"['sedih', 'banget', 'mas', 'pagi']"
624,kereta milik cm sarawak  abang johari  celaka punya vvip   aku paling benci dengan golongan puk  k ni,Anger,"['kereta', 'milik', 'cm', 'sarawak', 'abang', 'johari', 'celaka', 'vvip', 'benci', 'golong', 'puk', 'k', 'ni']"
1086,makin hari makin tai palat haha  awal  saja tu lai jgn tah mun nda beduit nda ko bguna tu bangsatt haha,Anger,"['tai', 'palat', 'haha', 'tu', 'lai', 'tah', 'mun', 'nda', 'beduit', 'nda', 'ko', 'bguna', 'tu', 'bangsatt', 'haha']"
4506,jangan ragu ragu ,Neutral,"['ragu', 'ragu']"
6906,pano anj gua kaget,Fear,"['pano', 'anj', 'gua', 'kaget']"
3861,monster hunter mungkin menang telak  ketika berbicara tentang sensasi berburu dan kepuasan meramu  equipment   tapi keberadaan cerita dan tentu saja emotional build up  membuat god eater punya nilai lebih  simpelnya  bertarung dengan alasan  sembari memahami alasan itu sendiri ,Neutral,"['monster', 'hunter', 'menang', 'telak', 'bicara', 'sensasi', 'buru', 'puas', 'ramu', 'equipment', 'ada', 'cerita', 'emotional', 'build', 'up', 'god', 'eater', 'nilai', 'simpel', 'tarung', 'alas', 'sembari', 'paham', 'alas']"
40,lah kakak gue yang umur    harus manggil gue yang umur    apaan anjrit kalo bukan adek   oh saya anak tunggal  ada anak perempuan satu lagi punya ayah ibu saya  gitu  tolol ih ,Anger,"['kakak', 'gue', 'umur', 'manggil', 'gue', 'umur', 'anjrit', 'adek', 'oh', 'anak', 'tunggal', 'anak', 'perempuan', 'ayah', 'gitu', 'tolol', 'ih']"
5455,ngeliat barang  udah hampir kosong makin sedih    ,Sad,"['ngeliat', 'barang', 'udah', 'kosong', 'sedih']"
3028,suka banget live performnya,Love,"['suka', 'banget', 'live', 'performnya']"
1511,selamat ulangtahun bo  semoga sehat terus dan bahagia selalu yaa,Joy,"['selamat', 'ulangtahun', 'bo', 'moga', 'sehat', 'bahagia', 'yaa']"
3107,cewek kalo udah syg sm seseorang suka kebangetan tulusnya  makanya pas putus  galau sm susah move on nya itu loh jg suka kebangetan banget ,Love,"['cewek', 'udah', 'syg', 'sm', 'suka', 'banget', 'tulus', 'pas', 'putus', 'galau', 'sm', 'susah', 'move', 'on', 'jg', 'suka', 'banget', 'banget']"
164,aneh ga sih  padahal dia lebih sering keluar berdua diem diem ga ngajak aku tapi aku gada marah samsek krnapa giliran aku minta tolong buat ditemenin beli sesuatu dianya marah anjim aowkaowkaow padahal kan skornya juga       klo dipikir pikir,Anger,"['aneh', 'dua', 'diem', 'diem', 'ngajak', 'gada', 'marah', 'samsek', 'krnapa', 'gilir', 'tolong', 'ditemenin', 'beli', 'dia', 'marah', 'anjim', 'aowkaowkaow', 'skor', 'pikir', 'pikir']"
2559,lovestruck in the city        drama yang ringan banget  buat yang suka nonton drakor romantis  pasti suka karna w suka bet,Love,"['lovestruck', 'in', 'the', 'city', 'drama', 'ringan', 'banget', 'suka', 'nonton', 'drakor', 'romantis', 'suka', 'karna', 'w', 'suka', 'bet']"
5752,sedih aku masih sakit padahal semalem udah minum obat,Sad,"['sedih', 'sakit', 'semalem', 'udah', 'minum', 'obat']"
4103, oh  sayang  kenapa tidak beritahu aku kalau kau kesini   sapaan ramah untuk menyembunyikan rasa kagetnya itu mungkin tidak akan mempan untuk membuat lee dan tidak marah  bila dilihat dari raut wajahnya itu  jelas lee dan siap menyemprot sejoon dalam berbagai cara ,Neutral,"['oh', 'sayang', 'beritahu', 'kau', 'kesini', 'sapa', 'ramah', 'sembunyi', 'kaget', 'mempan', 'lee', 'marah', 'raut', 'wajah', 'lee', 'semprot', 'sejoon']"
5060,tolong banget join pinned ya besti   k sepi bgtt ini yuk kesempatan besar buat win nih,Neutral,"['tolong', 'banget', 'join', 'pinned', 'besti', 'k', 'sepi', 'bgtt', 'yuk', 'sempat', 'win']"
1795,glad to know that  semangat sender  itu tiap semester udah ada peningkatan bagus bgt  semoga dilancarin skripsinya ya   ,Joy,"['glad', 'to', 'know', 'that', 'semangat', 'sender', 'semester', 'udah', 'tingkat', 'bagus', 'bgt', 'moga', 'dilancarin', 'skripsi']"
5688,cuman kayak sedih ajaa  i really hope i could change the destiny   tapi ya mana bisa   gue gapunya kekuatan apa apa buat ngubah takdir ,Sad,"['cuman', 'kayak', 'sedih', 'ajaa', 'i', 'really', 'hope', 'i', 'could', 'change', 'the', 'destiny', 'gue', 'gapunya', 'kuat', 'ngubah', 'takdir']"
929,bisa bisanya ada orang yang ga suka liat orang lain bahagia,Anger,"['bisa', 'orang', 'suka', 'liat', 'orang', 'bahagia']"
2888, haloow ka  kemana ajaa aku baru nemu au sekomplek  cubang dah ni au  greget banget ini si kigen tuh suka ga si sama dika jadi ikut galau weh    dan menur      halo anon  aku gak kemana kokk  aku emang biasanya update weekend hehe  tha  ,Love,"['haloow', 'ka', 'mana', 'ajaa', 'nemu', 'au', 'sekomplek', 'cubang', 'dah', 'ni', 'au', 'greget', 'banget', 'kigen', 'suka', 'dika', 'galau', 'weh', 'menur', 'halo', 'anon', 'mana', 'kokk', 'emang', 'update', 'weekend', 'tha']"
1785,pagi  ibuk  semangat menjalani harinya ,Joy,"['pagi', 'ibuk', 'semangat', 'jalan', 'hari']"
1978,seru bangsat sih,Joy,"['seru', 'bangsat']"
2078,iya kaget ngeliat saya rajin hehehe seneng,Joy,"['iya', 'kaget', 'ngeliat', 'rajin', 'hehehe', 'neng']"
554,kesel ga si anj lo tuh dibanguninnya kyk di kagetin gitu marah kan bgst emg emosi gua,Anger,"['kesel', 'anj', 'lo', 'dibanguninnya', 'kyk', 'kagetin', 'gitu', 'marah', 'bgst', 'emg', 'emosi', 'gua']"
4740,zoo apa bener sgm yg bebas laktosa ini bisa buat kitten  aku ada kitten umur   hari yg ditinggal induknya  aku udah coba kasih growsy gak suka,Neutral,"['zoo', 'bener', 'sgm', 'bebas', 'laktosa', 'kitten', 'kitten', 'umur', 'tinggal', 'induk', 'udah', 'coba', 'kasih', 'growsy', 'suka']"
2805,tapi  gue suka bngt sana guru smp gue ms  riri  gila accent britishnya love banget kalo ngajar berasa denger harmonie lagi ngomong ,Love,"['gue', 'suka', 'bngt', 'guru', 'smp', 'gue', 'ms', 'riri', 'gila', 'accent', 'britishnya', 'love', 'banget', 'ngajar', 'asa', 'denger', 'harmonie', 'ngomong']"
1462,pagi bang  sarapan bubur ayam enak nih bang,Joy,"['pagi', 'bang', 'sarap', 'bubur', 'ayam', 'enak', 'bang']"
374,bodoh  ,Anger,['bodoh']
6963,umi pagi  jangan marah marah ya,Fear,"['umi', 'pagi', 'marah', 'marah']"
3116,cewek itu suka berpura pura dan menutupi semua masalahnya  karena dia gak mau ngerepotin dan bikin khawatir orang yang dia sayang,Love,"['cewek', 'suka', 'pura', 'pura', 'tutup', 'ngerepotin', 'khawatir', 'orang', 'sayang']"
5695,aya sedih,Sad,"['aya', 'sedih']"
1456,pagi juga om  semoga sehat selalu ngopi om enak sekarang apalagi ngak ada beban liat kiri dan kanan liat orang mencurigakan,Joy,"['pagi', 'om', 'moga', 'sehat', 'ngopi', 'om', 'enak', 'ngak', 'beban', 'liat', 'kiri', 'kanan', 'liat', 'orang', 'curiga']"
2409,lg sedih jdi terhibur aq,Joy,"['sedih', 'jdi', 'hibur', 'aq']"
3620,selamat pagi juga teh gimana kabar dipagi ini semoga tuhan memberikan kesehatan dan dilimpahkan rejeqi nya,Neutral,"['selamat', 'pagi', 'teh', 'gimana', 'kabar', 'pagi', 'moga', 'tuhan', 'sehat', 'limpah', 'rejeqi']"
5454,agak sedih tp sy lega bye,Sad,"['sedih', 'tp', 'sy', 'lega', 'bye']"
391,di bilang kalau sudah hatinya hitam mana ada bisa bedain putih atau hitam  yg pintar bisa mendadak bodoh kalau sudah hatinya penuhin dengan penyakit hati,Anger,"['hati', 'hitam', 'bedain', 'putih', 'hitam', 'pintar', 'dadak', 'bodoh', 'hati', 'penuhin', 'sakit', 'hati']"
2859,aku diajak nikah jaemin karena dia suka sama aku anjir beruntung banget di game ini,Love,"['ajak', 'nikah', 'jaemin', 'suka', 'untung', 'banget', 'game']"
6279,takut banged loch abaikan muka ,Fear,"['takut', 'banged', 'loch', 'abai', 'muka']"
2871,aku suka karena puas banget ngetiknya ahaha,Love,"['suka', 'puas', 'banget', 'ngetiknya', 'ahaha']"
5702,gw yakin kedepannya lockey sedih kalo liat gambar ini,Sad,"['gw', 'depan', 'lockey', 'sedih', 'liat', 'gambar']"
2709,gajelas banget tapi aku suka,Love,"['gajelas', 'banget', 'suka']"
3920,banguna  bukak livescore manu kalah   biasa,Neutral,"['banguna', 'bukak', 'livescore', 'manu', 'kalah']"
341,udah gw duga  soalnya tumben bgt cube ngegas bgt promosinya dll  jadi keinget cb helicopter kmrn   cube  kalo lo sampe ngapa in anak gw awas ya  gw marah bnrn  marah bgt ,Anger,"['udah', 'gw', 'duga', 'tumben', 'bgt', 'cube', 'ngegas', 'bgt', 'promosi', 'dll', 'keinget', 'cb', 'helicopter', 'kmrn', 'cube', 'lo', 'sampe', 'ngapa', 'in', 'anak', 'gw', 'awas', 'gw', 'marah', 'bnrn', 'marah', 'bgt']"
6535,ada sapol juga tapi takut tiba  yong drop sesuatu    ,Fear,"['sapol', 'takut', 'yong', 'drop']"
3495,ada yang terlihat tenang padahal sedang berantakan  ada yang terlihat bahagia padahal sedihnya luar biasa ,Neutral,"['tenang', 'beranta', 'bahagia', 'sedih']"
6670,malu woiiiiiiiii,Fear,"['malu', 'woiiiiiiiii']"
